state,town,latitude,longitude,total_fatalities
Taraba state,"Tutuwa village in Ussa Local Government Area, Taraba state",7.165487,10.254784,9
Yobe state,an army barracks in the town of Buni Yadi,11.26889,11.99694,9
Yobe state,Geidam,12.897,11.9304,9
Yobe state,Goniri Community in Gujba Local Government Area of Yobe (near),11.48451,12.31264,9
Yobe state,Goniri village,11.48451,12.31264,9
Yobe state,Buni Yada village,11.26889,11.99694,9
Yobe state,Buni Gari (near)  Maza (near),11.06025,12.04541,9
Yobe state,"Babban Gida village, Tarmuwa LGA, Yobe state",12.1076,11.7539,9
Yobe state,Warsala village (on the boundary between Borno and Yobe states on the Kano-Maiduguri highway),11.758727,12.230098,8
Yobe state,Potiskum town (Kasuwar Jagwal mobile phone market),11.7091,11.0694,8
Yobe state,Potiskum town (Igwanda area),11.7091,11.0694,8
Yobe state,Potiskum,11.7091,11.0694,8
Yobe state,Kartako village,11.56189,11.91656,8
Yobe state,Kanamma,13.09969,12.1079,8
Yobe state,Kanamma town,13.09969,12.1079,8
Plateau state,"Watam village, Riyom LGA",9.56796,8.68476,8
Rivers state,"Asarama community, Andoni, Rivers State",4.53231,7.44084,8
Taraba state,"in Takum town, Takum Local Government Area of Taraba State",7.266667,9.983333,8
Taraba state,Ardo Kola LGA,8.80359,11.16707,8
Taraba state,Bali area,8.15541,10.96853,8
Kwara state,Ilorin,8.5,4.55,8
Lagos state,"Ikorodu, Lagos",6.61526,3.5069,8
Nasarawa state,"Sofiyo village, Toto LGA, Nasarawa",8.2502,7.19827,8
Ogun state,Owode,6.606,3.08193,8
Plateau state,"Ranghol (in Sopp ward), Riyom LGA",9.56796,8.68476,8
Plateau state,Bassa LGA (Maza village),10.083333,8.733333,8
Plateau state,"Barkin Ladi LGA (Rabere village, Fan district)",9.54969,8.9344,8
Plateau state,"Attaka community of Ganawuri District, Riyom Local Government Area of Plateau State",9.58407,8.6007,8
Plateau state,"Barkin Ladi LGA (Daron village), Plateau state",9.54969,8.9344,8
Plateau state,"Dogo Nahauwa village, central Nigeria",9.8,8.95,8
Kaduna state,"Unguwar Kajit village, near Manchok, Southern Kaduna state",9.66875,8.513,8
Kano state,Kano town (Mariri neighbourhood),11.994354,8.513807,8
Katsina state,Katsina state,12.25,7.5,8
Imo state,"Assa Awara community, Ohaji- Egbema Local Government Area of Imo State",5.3504,6.76755,8
Gombe state,Nyuwar  Nyuwar and Hemen communities in Balanga local government area of Gombe State,9.82549,11.69456,8
Delta state,Ugbuwagbwe village,5.521208,5.717213,8
Ebonyi state,Ezillo town,6.4277,7.7926,8
Edo state,"Benin city (Ogida quarters, Eweka street, Uwelu quarters, Igbinadu quarters, Bendel street)",6.335045,5.627492,8
Edo state,Benin City town (University of Benin),6.335045,5.627492,8
Borno state,"Waka, Biu LGA, Borno state",10.63728,12.19741,8
Borno state,"Warabe village, around 5 km (3 miles) south of Pulka",11.182559,13.753155,8
Borno state,Wasaram; in Kaga district,11.631914,12.319964,8
Delta state,Madangho village,5.598994,5.226263,8
Delta state,Ode Itsekiri village,5.488466,5.702954,8
Borno state,"Zannari community, in the Gwange district of Jere LGA",11.89912,13.29155,8
Borno state,"towards Diema, Sigel and Kala, Kala Balge LGA",12.04639,14.48093,8
Borno state,"Tumbun Gini Village, in Abadam District in northern Borno, on the border with Niger",13.375603,13.507019,8
Borno state,"the base in the town of Magumeri, around 40 km (25 miles) northwest of Borno state capital Maiduguri",12.1131,12.8274,8
Borno state,Sinbaya in Dikwa Local Government Area of Borno.,11.771917,13.787394,8
Borno state,"on the outskirts of Maiduguri [in north-eastern Nigeria] in the Konduga Local Government Area [LGA] of the state  ///  in Moranti outside Maiduguri, the capital of Borno state  ///  at Moromti, a farming area in between Auno and Maiduguri; Moromti general",11.84644,13.160274,8
Borno state,on the outskirts of Auno,11.84685,12.9359,8
Borno state,"returning from Marti, a town in Borno State to Maiduguri, the state capital  ///  moving from Marte in Northern Borno to Maiduguri  ///  in Borno State around Dikwa and Marte  ///  between Marte and Dikwa",12.204874,13.87403,8
Borno state,Sabon Gari of Hambagda Jaji Ward of Gwoza LGA,11.058988,13.560506,8
Borno state,"MUNA Garage Motor Park, JERE LGA along MAIDUGURI-DIKWA-GMBORU NGALA Road on the outskirts of MAIDUGUR",11.870457,13.250751,8
Borno state,Muna garage on the Gamboru Ngala- Dikwa Mafa- Maiduguri road (7 km from Maiduguri),11.870457,13.250751,8
Borno state,"Mandara mountains (in Gwoza), om the way to the Cameroon border",11.046388,13.751003,8
Borno state,Military Base in Borno; in Marte Local Government Council  ///  a military base before invading New Marte Community  ///  another base in Marte,12.24421,13.8605,8
Borno state,"Ngoshe village, Gwoza LGA",11.14164,13.77493,8
Borno state,"near Kumulla village, 40 kilometres (25 miles) outside the regional capital Maiduguri  ///  at Komala settlement along Maiduguri-Damboa road",11.489108,12.964974,8
Borno state,"near Gamboru town, which is located in northeastern Borno State  ///  around the bridge straddling the border with Cameroon",12.374126,14.222062,8
Borno state,"near Buta village, 20 kilometres (12 miles) from Maiduguri  near Khaddamari",11.92589,13.23062,8
Borno state,near the town of Dikwa,12.03609,13.91815,8
Benue state,in some villages of Guma Local Government Area in Benue State,7.96667,8.76667,8
Benue state,"Tse Akor, Tse-Kondon and Tse Umega",7.96667,8.76667,8
Benue state,"Tse Chia, Tse Nhumbe, Deghkia and Ngorukgan, Logo LGA",7.68922,9.25049,8
Benue state,"Ochologologwu and Enogaje villages, Agatu LGA",7.9061,7.85487,8
Bauchi state,Bauchi LGA,10.31583,9.84417,8
Bauchi state,Bauchi town (Tafawa Balewa area of),10.313441,9.843273,8
Anambra state,"Onitsha (driving around in, Nkpor Motor park)",6.14543,6.788452,8
Bayelsa state,Ikebiri town,4.705803,5.998798,8
Adamawa state,Koh comunity,9.45861,12.357,8
Adamawa state,Kubla Village,10.85219,13.54889,8
Adamawa state,"Kulbachuwa village, Madagali LGA",10.708016,13.43854,8
Adamawa state,Garkida village,10.41452,12.56634,8
Adamawa state,"Garkida, Adamawa state",10.41452,12.56634,8
Adamawa state,"the four villages of Bolki, Bang, Zumoso and Gon, in Numan and Lamurde Local Government Areas of Adamawa State",9.38213,11.62305,8
Adamawa state,Nega village of Numan Local Government Area of Adamawa State,9.327474,11.532832,8
Borno state,along Pulka-Bokko-Kirawa road,11.189764,13.911289,8
Borno state,Ajiri town,11.5,13,8
Benue state,"village of Tse Ishav, near Guma, Benue State",7.96667,8.76667,8
Benue state,"Uza village, Logo LGA",7.68922,9.25049,8
Borno state,"Bama, Bama LGA, Borno",11.5221,13.68558,8
Borno state,"at Kusuma, Sigir in Ngala and Arijallamari in Abadam Local Government Areas",12.678615,14.171438,8
Borno state,Maiduguri-Gajiram-Monguno Road at Jigalta village of Guzamala Local Government Area.  ///  monguno and other adjoining communities,12.62357,13.27476,8
Borno state,"Maiduguri-Bama-Gwoza Road, Gwoza LGA",11.103593,13.712982,8
Borno state,"Mainari village, Konduga LGA",11.603451,13.488365,8
Borno state,"Limkwaya village, Monoram community; Magumeri",12.17309,12.63114,8
Borno state,Kwamjilari village (about 30 km east of Chibok),10.916587,13.066671,8
Borno state,Maiduguri (London Ciki area),11.84644,13.160274,8
Borno state,Maidugri Town (Dalori area),11.84644,13.160274,8
Borno state,"Maiduguri town (Dala suburb, behind Gomari area, along Maiduguri-Damaturu road, near Ngazargamo Cinema)",11.84644,13.160274,8
Borno state,"Jakana village, 50km from Maiduguri",11.84276,12.77548,8
Borno state,"Kachifa village, 4 km from Damboa town",11.15604,12.75758,8
Borno state,"KALIYARI Village, NGANZAI LGA",12.50884,13.10414,8
Borno state,"KAYAMLA (near), JERE LGA",11.691757,13.222078,8
Borno state,Katara Gidan Dutse  along Gwoza ??Limankara Road,11.02793,13.681268,8
Borno state,Kaya village,11.018242,12.895914,8
Borno state,"KUDA Villages, NGANZAI LGA",12.491699,13.159039,8
Borno state,"Konduga LGA, Borno state",11.58605,13.00278,8
Borno state,Kirenowa town,12.42499,13.9373,8
Borno state,"in Kwayamti village, about 15 kilometres from Gajiram  ///  at Ja'alta along Gajiram-Monguno road  ///  between Jagiran and Monguno",12.49303,13.20914,8
Borno state,"in GALL Area of GAZABURE Village, GUBIO LGA, BORNO",12.89979,12.81882,8
Borno state,"in GAMBORU NGALA, NGALA LGA, BORNO State",12.337716,14.180516,8
Borno state,Gudumbali in the Guzamala region of Borno state,12.94284,13.17831,8
Borno state,Garin-Giwa (4 km from Baga),13.09466,13.82343,8
Borno state,Gur village,10.77813,12.23147,8
Borno state,"Gwozari/Kushari in Polo general area, Maiduguri",11.84644,13.160274,8
Borno state,"Bulabulin-Ngabura Village (50km from Maiduguri; along the Maiduguri-Biu Road), Borno state",11.3885,12.9074,8
Borno state,"Chinene village, Chikide-Joghode-Kaghum ward",11.103593,13.712982,8
Borno state,Damasak; Mobbar Local Government Area,13.09771,12.4952,8
Borno state,"DOHO, MINA MAIDENI, DONARI, SALARI and LAWARI",11.5,13,8
Borno state,Gamborou town (near),12.37066,14.21731,8
Borno state,Gajiganna market in Magumeri,12.252155,13.105596,7
Borno state,"Dono Naira and Ngolom, Kukawa LGA",12.96309,13.60899,7
Borno state,"Dawashi, Kukawa LGA, Borno State",12.96309,13.60899,7
Borno state,"Damasak, Bornu State",13.09771,12.4952,7
Borno state,"Camp Zairo (around), Sambisa forest",11.25,13.416667,7
Borno state,"Gundari, Guzamala Local Government Area of Borno",12.91849,13.21395,7
Borno state,"Gwajibo village (near), Gamboro-Dikwa road",12.1101,13.98946,7
Borno state,"Gwargube village (near, along the Maidugiri - Biu road)",11.231548,12.822124,7
Borno state,Gava West,11.089485,13.52226,7
Borno state,Gashigar village (near the Nigeria - Niger border),13.36901,12.78577,7
Borno state,GIRI 1,13.3992,12.85283,7
Borno state,Gubio area,12.67777,12.75361,7
Borno state,"Gratte (near), Kukawa LGA",12.96309,13.60899,7
Borno state,"in Kuda, near Chibok town  ///  Kwada, a community in Chibok LGA in Borno State on the route",10.86583,12.84702,7
Borno state,in Maiduguri,11.84644,13.160274,7
Borno state,"KAYA, DAMBOA LGA",11.018242,12.895914,7
Borno state,"KANGARWA Village, KUKUWA LGA",12.96309,13.60899,7
Borno state,"KANGARWA and ALAGARNO Villages (between), KUKAWA LGA",13.21875,13.506568,7
Borno state,"KANGARWA, KUKUWA LGA",12.96309,13.60899,7
Borno state,Kaigamari Village,11.40968,12.77865,7
Borno state,"Izge village, Borno state",10.983528,13.350111,7
Borno state,"Izghe town, Gwoza",10.983528,13.350111,7
Borno state,island on Lake Chad,13.151034,13.964249,7
Borno state,"in Yajiwa-Kaffa axis, in Damboa Local Government Area of Borno State",11.09826,12.76417,7
Borno state,Maiduguri town (Gamboru market),11.84644,13.160274,7
Borno state,Magdewerne,11.31433,13.84766,7
Borno state,"Lake Chad area Arege, Malkonory and Tumbum Rego general area",13.4814,13.483791,7
Borno state,"Lake Chad area Arege, Malkonory and Tumbum Rego general area",13.48895,13.32904,7
Borno state,Malari (on the main road from Bama to Konduga),11.58605,13.00278,7
Borno state,Maiduguri town (Ruwan Zafi area),11.84644,13.160274,7
Borno state,Maiduguri town (Kawar Maila Ward),11.84644,13.160274,7
Borno state,"at Gulwa, along the deserted Fuye and Melere villages of Borno State",12.20577,14.18935,7
Borno state,"at Bulguma, a few kilometres from Askira town in Askira Uba Local Government Area",10.64697,12.91104,7
Borno state,Awonori village (near Damasak),13.09771,12.4952,7
Borno state,"Ba'ana Imam village, Damboa LGA",11.09826,12.76417,7
Borno state,Azul village (near),10.4331,12.24682,7
Borno state,at the Tumbus area of Lake Chad region  ///  Durbada (also known as Bula Mongoro),13.151034,13.964249,7
Borno state,"Bama LGA, Borno state",11.52059,14.09661,7
Borno state,"Bam villag, Biu LGA",10.97046,12.03472,7
Benue state,"Tseadough village/ Tse-Adough, Iyaav district, Kwande local government, Benue state",6.56975,9.56372,7
Benue state,"Tse-Nyamkyume, Tse-Ama, Tse-Uto",7.96667,8.76667,7
Borno state,"Abbati, a farming community outside Maiduguri",11.84644,13.160274,7
Borno state,along Gwoza-Pulka Road in the Pulka area of Borno State,11.226071,13.783778,7
Borno state,Alkanerik,11.28796,13.92667,7
Borno state,along Ngwom-Mafa-Maiduguri road,11.877262,13.402091,7
Borno state,along Njimia Alafa axis of Sambisa Forest in Borno State,11.339547,13.564416,7
Adamawa state,Sabon Gari in the Gombi district,10.18948,12.52765,7
Adamawa state,Madgali LGA,10.85219,13.54889,7
Adamawa state,Mahia LGA,9.86975,13.2048,7
Adamawa state,MILDO Village (6 to 7 km from GULAK),10.79862,13.5718,7
Adamawa state,Barkin Dushe village (near Shuwa),10.74658,13.41601,7
Adamawa state,Lar village,10.40905,12.83846,7
Adamawa state,"Kirchinga village, Madgali lga",10.78254,13.35834,7
Adamawa state,Hildi area,10.40416,13.16873,7
Adamawa state,Gombi lga,10.18948,12.52765,7
Bayelsa state,"Ojobo river port, near Shell's Benisede flow station",5.004144,5.691118,7
Benue state,Agasha in Guma Local Government Area,7.7166,8.899,7
Benue state,"Agatu LGA, Benue state",7.9061,7.85487,7
Benue state,"Agena village, Mbaalom District of Gwer East Local Government Area",7.3,8.48333,7
Benue state,"Ayillamo village, Logo LGA",7.772936,9.130232,7
Benue state,"Ayinbe village, Logo LGA",7.68922,9.25049,7
Benue state,"Sati- Agirigi, Kastina-Ala Local Government Area in Benue State",7.2896,9.5533,7
Benue state,"the Africa Church, Mbamondo, Ukemberagya/Tswarev ward of Gaambe-Tiev in Logo local government area of Benue State",7.68922,9.25049,7
Benue state,"Tombo, Buruku LGA, Benue state",7.47121,9.19473,7
Benue state,"in Abagena, along Makurdi-Lafia highway in central state of Benue  ///  Abagena Internally Displaced Persons (IDPs) camp in Makurdi Local Government Area of Benue State.  ///  outskirts of Makurdi town",7.7411,8.5121,7
Benue state,"Gbeji in Ukum local government area, Benue state",7.807136,9.476681,7
Benue state,"Gboko, Benue state",7.32275,9.00108,7
Borno state,"near Jakana  Lamba?? Forest, along the Jakana to Mainok Road",11.84276,12.77548,7
Borno state,"north east part of the country and fringes of Lake Chad, at the Northern part of Wulgo, Tumbuma, Chikun Gudu and Bukar Maryam villages",12.483371,14.183386,7
Borno state,Old Maiduguri,11.84644,13.160274,7
Borno state,Miyanti and Dareljamal (between),11.32643,13.96658,7
Borno state,Mayen village,11.34028,13.89524,7
Borno state,"Munduri, a village 13 kilometres (eight miles) north of Borno state capital Maiduguri  ///  Munduri Village, Nganzai LGA, Borno State",11.84644,13.160274,7
Borno state,"MUSSA District, ASKIRA UBA LGA",10.63582,12.8782,7
Borno state,"Rann, Kalabalge",12.28295,14.47243,7
Borno state,Sabon Gari-Wajiroko ais near Damboa  ///  in Wajuriko near Sabon-garri in Damboa Local Government Area,10.931916,12.524372,7
Borno state,Sabon Kasuwa Village (along Gombe road),10.4331,12.24682,7
Borno state,"PULKA, GWOZA LGA",11.226071,13.783778,7
Borno state,the Cashew Plantation area on the outskirts of the city,11.84644,13.160274,7
Borno state,"the Mainari area of Konduga, in Borno state,",11.65583,13.42133,7
Borno state,the Pulka-Gwoza road  ///  Bama LGA,11.157036,13.734479,7
Borno state,Tashan Alade,10.4884,12.4197,7
Borno state,Umarari village just outside Maiduguri,11.84644,13.160274,7
Borno state,town of Konduga,11.65583,13.42133,7
Delta state,"Delta state (Sahara Bubon community, in)",5.5,6,7
Borno state,"Yazza village, Borno state",10.88333,13.31667,7
Borno state,"Wulari Bulama-Isa village behind Bakassi IDP camp near Maiduguri, Jere local council area of Borno state",11.790977,13.116846,7
Edo state,Ekpoma town (Ambrose Alli University in),6.742063,6.139003,7
Edo state,Ekiadolor town,6.491994,5.588268,7
Ebonyi state,Effium Community of Ohaukwu local government area,6.63105,8.05814,7
Ebonyi state,along Ohaozara/Onicha expressway by Anike Village,6.25,8.08333,7
Gombe state,Hemen  Nyuwar and Hemen communities in Balanga local government area of Gombe State  ///  (Hemen village) in Jessu community,9.82549,11.69456,7
Gombe state,Gombe LGA,10.28969,11.16729,7
Gombe state,Gombe state,10.25,11.166667,7
Enugu state,Enugu State,6.5,7.5,7
Katsina state,"Kankara town, 13O kilometres (80 miles) south of the northern city of Katsina",11.93114,7.41115,7
Kaduna state,"Zangkan village (in Kagoro hills), Kaura LGA, Kaduna state",9.61667,8.53333,7
Kaduna state,"Taliki village (in Kagoro hills), Kaura LGA, Kaduna state",9.58333,8.5,7
Kaduna state,"Zilang village (in Kagoro hills), Kaura LGA, Kaduna state",9.58333,8.5,7
Kaduna state,"Mafang village (in Kagoro hills), Kaura LGA, Kaduna state",9.56667,8.5,7
Kaduna state,"Makyali community, Kajuru LGA",10.186273,7.915684,7
Kaduna state,Kaduna town (Kabala Doki),10.52224,7.43828,7
