conflict_name,date_start,date_end,conflict_duration_days,type_of_violence,total_fatalities
Nigeria: Islamic State,4/8/2016,4/8/2016,0,1,1
Nigeria: Islamic State,4/11/2016,4/11/2016,0,1,17
Nigeria: Islamic State,4/11/2016,4/11/2016,0,1,4
Nigeria: Islamic State,4/11/2016,4/11/2016,0,1,4
Nigeria: Islamic State,3/14/2016,3/14/2016,0,1,3
Nigeria: Islamic State,3/14/2016,3/14/2016,0,1,4
Nigeria: Islamic State,3/14/2016,3/14/2016,0,1,1
Nigeria: Islamic State,3/15/2016,3/15/2016,0,1,2
Nigeria: Islamic State,3/15/2016,3/15/2016,0,1,3
Nigeria: Islamic State,3/16/2016,3/16/2016,0,1,2
Nigeria: Islamic State,3/19/2016,3/19/2016,0,1,1
Nigeria: Islamic State,3/20/2016,3/20/2016,0,1,7
Nigeria: Islamic State,3/20/2016,3/20/2016,0,1,19
Nigeria: Islamic State,3/21/2016,3/21/2016,0,1,59
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,2
Nigeria: Islamic State,3/22/2016,3/22/2016,0,1,10
Nigeria: Islamic State,3/23/2016,3/23/2016,0,1,5
Nigeria: Islamic State,3/24/2016,3/24/2016,0,1,3
Nigeria: Islamic State,3/25/2016,3/25/2016,0,1,2
Nigeria: Islamic State,3/25/2016,3/25/2016,0,1,1
Nigeria: Islamic State,3/26/2016,3/26/2016,0,1,16
Nigeria: Islamic State,3/27/2016,3/27/2016,0,1,25
Nigeria: Islamic State,4/14/2016,4/14/2016,0,1,10
Nigeria: Islamic State,4/15/2016,4/15/2016,0,1,7
Nigeria: Islamic State,4/15/2016,4/15/2016,0,1,2
Nigeria: Islamic State,4/16/2016,4/16/2016,0,1,2
Nigeria: Islamic State,4/18/2016,4/18/2016,0,1,33
Nigeria: Islamic State,4/19/2016,4/19/2016,0,1,3
Nigeria: Islamic State,4/21/2016,4/21/2016,0,1,8
Nigeria: Islamic State,4/21/2016,4/21/2016,0,1,9
Nigeria: Islamic State,4/24/2016,4/24/2016,0,1,5
Nigeria: Islamic State,4/25/2016,4/25/2016,0,1,7
Nigeria: Islamic State,4/28/2016,4/28/2016,0,1,4
Nigeria: Islamic State,4/29/2016,4/29/2016,0,1,4
Nigeria: Islamic State,3/3/2016,3/3/2016,0,1,58
Nigeria: Islamic State,3/4/2016,3/4/2016,0,1,5
Nigeria: Islamic State,3/4/2016,3/4/2016,0,1,5
Nigeria: Islamic State,3/5/2016,3/5/2016,0,1,24
Nigeria: Islamic State,3/5/2016,3/5/2016,0,1,2
Nigeria: Islamic State,3/8/2016,3/8/2016,0,1,2
Nigeria: Islamic State,3/8/2016,3/8/2016,0,1,16
Nigeria: Islamic State,5/3/2016,5/3/2016,0,1,3
Nigeria: Islamic State,5/3/2016,5/3/2016,0,1,1
Nigeria: Islamic State,5/3/2016,5/3/2016,0,1,3
Nigeria: Islamic State,5/3/2016,5/3/2016,0,1,3
Nigeria: Islamic State,5/4/2016,5/4/2016,0,1,3
Nigeria: Islamic State,5/4/2016,5/4/2016,0,1,13
Nigeria: Islamic State,5/4/2016,5/4/2016,0,1,2
Nigeria: Islamic State,5/5/2016,5/5/2016,0,1,3
Nigeria: Islamic State,5/8/2016,5/8/2016,0,1,16
Nigeria: Islamic State,5/11/2016,5/11/2016,0,1,58
Nigeria: Islamic State,5/12/2016,5/12/2016,0,1,3
Nigeria: Islamic State,5/13/2016,5/13/2016,0,1,2
Nigeria: Islamic State,5/17/2016,5/17/2016,0,1,15
Nigeria: Islamic State,5/19/2016,5/19/2016,0,1,11
Nigeria: Islamic State,5/19/2016,5/19/2016,0,1,22
Nigeria: Islamic State,5/26/2016,5/26/2016,0,1,2
Nigeria: Islamic State,5/29/2016,5/29/2016,0,1,5
Nigeria: Islamic State,6/28/2016,6/28/2016,0,1,1
Nigeria: Islamic State,6/29/2016,6/29/2016,0,1,2
Nigeria: Islamic State,7/3/2016,7/3/2016,0,1,4
Nigeria: Islamic State,7/4/2016,7/4/2016,0,1,1
Nigeria: Islamic State,7/4/2016,7/4/2016,0,1,5
Nigeria: Islamic State,7/4/2016,7/4/2016,0,1,6
Nigeria: Islamic State,7/9/2016,7/9/2016,0,1,18
Nigeria: Islamic State,7/12/2016,7/12/2016,0,1,27
Nigeria: Islamic State,7/15/2016,7/15/2016,0,1,2
Nigeria: Islamic State,7/18/2016,7/18/2016,0,1,4
Nigeria: Islamic State,7/18/2016,7/18/2016,0,1,3
Nigeria: Islamic State,7/18/2016,7/18/2016,0,1,5
Nigeria: Islamic State,7/19/2016,7/19/2016,0,1,42
Nigeria: Islamic State,7/19/2016,7/19/2016,0,1,3
Nigeria: Islamic State,7/19/2016,7/19/2016,0,1,9
Nigeria: Islamic State,7/20/2016,7/20/2016,0,1,1
Nigeria: Islamic State,7/25/2016,7/25/2016,0,1,2
Nigeria: Islamic State,7/29/2016,7/29/2016,0,1,2
Nigeria: Islamic State,7/31/2016,7/31/2016,0,1,1
Nigeria: Islamic State,8/1/2016,8/1/2016,0,1,5
Nigeria: Islamic State,8/14/2016,8/14/2016,0,1,16
Nigeria: Islamic State,8/15/2016,8/15/2016,0,1,2
Nigeria: Islamic State,8/15/2016,8/15/2016,0,1,7
Nigeria: Islamic State,8/19/2016,8/19/2016,0,1,300
Nigeria: Islamic State,9/8/2016,9/8/2016,0,1,2
Nigeria: Islamic State,9/14/2016,9/14/2016,0,1,4
Nigeria: Islamic State,9/19/2016,9/19/2016,0,1,40
Nigeria: Islamic State,9/20/2016,9/20/2016,0,1,3
Nigeria: Islamic State,9/21/2016,9/21/2016,0,1,40
Nigeria: Islamic State,9/22/2016,9/22/2016,0,1,17
Nigeria: Islamic State,9/25/2016,9/25/2016,0,1,7
Nigeria: Islamic State,9/25/2016,9/25/2016,0,1,26
Nigeria: Islamic State,10/16/2016,10/16/2016,0,1,26
Nigeria: Islamic State,10/30/2016,10/30/2016,0,1,9
Nigeria: Islamic State,11/1/2016,11/1/2016,0,1,6
Nigeria: Islamic State,11/3/2016,11/3/2016,0,1,2
Nigeria: Islamic State,11/4/2016,11/4/2016,0,1,22
Nigeria: Islamic State,11/4/2016,11/4/2016,0,1,6
Nigeria: Islamic State,11/6/2016,11/6/2016,0,1,14
Nigeria: Islamic State,11/18/2016,11/18/2016,0,1,1
Nigeria: Islamic State,11/19/2016,11/19/2016,0,1,7
Nigeria: Islamic State,11/23/2016,11/23/2016,0,1,7
Nigeria: Islamic State,11/28/2016,11/28/2016,0,1,1
Nigeria: Islamic State,12/4/2016,12/4/2016,0,1,14
Nigeria: Islamic State,12/12/2016,12/12/2016,0,1,1
Nigeria: Islamic State,12/15/2016,12/15/2016,0,1,2
Nigeria: Islamic State,12/30/2016,12/30/2016,0,1,15
Nigeria: Islamic State,1/7/2017,1/7/2017,0,1,20
Nigeria: Islamic State,1/7/2017,1/7/2017,0,1,4
Nigeria: Islamic State,5/31/2016,5/31/2016,0,1,3
Nigeria: Islamic State,6/1/2016,6/1/2016,0,1,3
Nigeria: Islamic State,6/2/2016,6/2/2016,0,1,9
Nigeria: Islamic State,6/2/2016,6/2/2016,0,1,4
Nigeria: Islamic State,6/3/2016,6/3/2016,0,1,19
Nigeria: Islamic State,6/7/2016,6/7/2016,0,1,1
Nigeria: Islamic State,6/8/2016,6/8/2016,0,1,2
Nigeria: Islamic State,6/8/2016,6/8/2016,0,1,1
Nigeria: Islamic State,6/8/2016,6/8/2016,0,1,7
Nigeria: Islamic State,6/10/2016,6/10/2016,0,1,2
Nigeria: Islamic State,6/10/2016,6/10/2016,0,1,1
Nigeria: Islamic State,6/10/2016,6/10/2016,0,1,2
Nigeria: Islamic State,6/10/2016,6/10/2016,0,1,10
Nigeria: Islamic State,6/12/2016,6/12/2016,0,1,6
Nigeria: Islamic State,6/14/2016,6/14/2016,0,1,4
Nigeria: Islamic State,6/14/2016,6/14/2016,0,1,2
Nigeria: Islamic State,6/14/2016,6/14/2016,0,1,2
Nigeria: Islamic State,6/15/2016,6/15/2016,0,1,2
Nigeria: Islamic State,6/19/2016,6/19/2016,0,1,4
Nigeria: Islamic State,6/19/2016,6/19/2016,0,1,3
Nigeria: Islamic State,6/25/2016,6/25/2016,0,1,2
Nigeria: Islamic State,6/25/2016,6/25/2016,0,1,2
Nigeria: Islamic State,6/25/2016,6/25/2016,0,1,2
Nigeria: Islamic State,6/25/2016,6/25/2016,0,1,3
Nigeria: Islamic State,6/25/2016,6/25/2016,0,1,2
Nigeria: Islamic State,3/10/2016,3/10/2016,0,1,1
Nigeria: Islamic State,3/10/2016,3/10/2016,0,1,40
Nigeria: Islamic State,3/11/2016,3/11/2016,0,1,1
Nigeria: Islamic State,1/8/2017,1/8/2017,0,1,2
Nigeria: Islamic State,1/8/2017,1/8/2017,0,1,2
Nigeria: Islamic State,1/8/2017,1/8/2017,0,1,2
Nigeria: Islamic State,1/8/2017,1/8/2017,0,1,0
Nigeria: Islamic State,1/10/2017,1/10/2017,0,1,0
Nigeria: Islamic State,1/12/2017,1/12/2017,0,1,2
Nigeria: Islamic State,11/27/2018,11/27/2018,0,1,3
Nigeria: Islamic State,11/28/2018,11/28/2018,0,1,4
Nigeria: Islamic State,11/29/2018,11/29/2018,0,1,8
Nigeria: Islamic State,11/30/2018,11/30/2018,0,1,1
Nigeria: Islamic State,11/30/2018,11/30/2018,0,1,1
Nigeria: Islamic State,12/1/2018,12/1/2018,0,1,14
Nigeria: Islamic State,12/3/2018,12/3/2018,0,1,1
Nigeria: Islamic State,12/6/2018,12/6/2018,0,1,8
Nigeria: Islamic State,12/7/2018,12/7/2018,0,1,3
Nigeria: Islamic State,12/14/2018,12/14/2018,0,1,15
Nigeria: Islamic State,12/14/2018,12/14/2018,0,1,0
Nigeria: Islamic State,12/14/2018,12/14/2018,0,1,2
Nigeria: Islamic State,12/15/2018,12/15/2018,0,1,2
Nigeria: Islamic State,12/17/2018,12/17/2018,0,1,1
Nigeria: Islamic State,12/21/2018,12/21/2018,0,1,0
Nigeria: Islamic State,12/22/2018,12/22/2018,0,1,0
Nigeria: Islamic State,12/24/2018,12/24/2018,0,1,22
Nigeria: Islamic State,12/24/2018,12/24/2018,0,1,17
Nigeria: Islamic State,12/26/2018,12/26/2018,0,1,9
Nigeria: Islamic State,11/5/2018,11/5/2018,0,1,17
Nigeria: Islamic State,11/6/2018,11/6/2018,0,1,1
Nigeria: Islamic State,11/8/2018,11/8/2018,0,1,9
Nigeria: Islamic State,11/9/2018,11/9/2018,0,1,3
Nigeria: Islamic State,11/14/2018,11/14/2018,0,1,3
Nigeria: Islamic State,11/15/2018,11/15/2018,0,1,3
Nigeria: Islamic State,11/16/2018,11/16/2018,0,1,1
Nigeria: Islamic State,11/17/2018,11/17/2018,0,1,1
Nigeria: Islamic State,11/18/2018,11/18/2018,0,1,70
Nigeria: Islamic State,10/28/2018,10/28/2018,0,1,0
Nigeria: Islamic State,4/30/2016,4/30/2016,0,1,3
Nigeria: Islamic State,5/2/2016,5/2/2016,0,1,3
Nigeria: Islamic State,12/29/2018,12/29/2018,0,1,3
Nigeria: Islamic State,1/1/2019,1/1/2019,0,1,3
Nigeria: Islamic State,1/1/2019,1/1/2019,0,1,1
Nigeria: Islamic State,1/2/2019,1/2/2019,0,1,5
Nigeria: Islamic State,7/14/2018,7/14/2018,0,1,45
Nigeria: Islamic State,7/21/2018,7/21/2018,0,1,48
Nigeria: Islamic State,7/21/2018,7/21/2018,0,1,2
Nigeria: Islamic State,7/24/2018,7/24/2018,0,1,7
Nigeria: Islamic State,7/26/2018,7/26/2018,0,1,13
Nigeria: Islamic State,7/27/2018,7/27/2018,0,1,14
Nigeria: Islamic State,7/27/2018,7/27/2018,0,1,16
Nigeria: Islamic State,8/6/2018,8/6/2018,0,1,7
Nigeria: Islamic State,8/8/2018,8/8/2018,0,1,17
Nigeria: Islamic State,8/12/2018,8/12/2018,0,1,0
Nigeria: Islamic State,8/26/2018,8/26/2018,0,1,3
Nigeria: Islamic State,6/1/2018,6/1/2018,0,1,3
Nigeria: Islamic State,6/2/2018,6/2/2018,0,1,10
Nigeria: Islamic State,6/7/2018,6/7/2018,0,1,1
Nigeria: Islamic State,6/11/2018,6/11/2018,0,1,23
Nigeria: Islamic State,6/18/2018,6/18/2018,0,1,9
Nigeria: Islamic State,6/28/2018,6/28/2018,0,1,3
Nigeria: Islamic State,6/29/2018,6/29/2018,0,1,4
Nigeria: Islamic State,7/9/2018,7/9/2018,0,1,15
Nigeria: Islamic State,9/28/2018,9/28/2018,0,1,2
Nigeria: Islamic State,10/7/2018,10/7/2018,0,1,1
Nigeria: Islamic State,10/8/2018,10/8/2018,0,1,10
Nigeria: Islamic State,10/11/2018,10/11/2018,0,1,3
Nigeria: Islamic State,10/12/2018,10/12/2018,0,1,3
Nigeria: Islamic State,10/14/2018,10/14/2018,0,1,3
Nigeria: Islamic State,10/23/2018,10/23/2018,0,1,3
Nigeria: Islamic State,10/24/2018,10/24/2018,0,1,4
Nigeria: Islamic State,9/9/2018,9/9/2018,0,1,3
Nigeria: Islamic State,9/12/2018,9/12/2018,0,1,40
Nigeria: Islamic State,9/12/2018,9/12/2018,0,1,3
Nigeria: Islamic State,9/12/2018,9/12/2018,0,1,7
Nigeria: Islamic State,9/25/2018,9/25/2018,0,1,0
Nigeria: Islamic State,9/26/2018,9/26/2018,0,1,0
Nigeria: Islamic State,8/28/2018,8/28/2018,0,1,1
Nigeria: Islamic State,8/30/2018,8/30/2018,0,1,51
Nigeria: Islamic State,9/4/2018,9/4/2018,0,1,26
Nigeria: Islamic State,9/4/2018,9/4/2018,0,1,14
Nigeria: Islamic State,9/6/2018,9/6/2018,0,1,3
Nigeria: Islamic State,1/17/2017,1/17/2017,0,1,112
Nigeria: Islamic State,1/25/2017,1/25/2017,0,1,6
Nigeria: Islamic State,2/1/2017,2/1/2017,0,1,6
Nigeria: Islamic State,2/1/2017,2/1/2017,0,1,38
Nigeria: Islamic State,2/2/2017,2/2/2017,0,1,2
Nigeria: Islamic State,2/14/2017,2/14/2017,0,1,3
Nigeria: Islamic State,2/19/2017,2/19/2017,0,1,1
Nigeria: Islamic State,2/19/2017,2/19/2017,0,1,2
Nigeria: Islamic State,2/22/2017,2/22/2017,0,1,7
Nigeria: Islamic State,2/22/2017,2/22/2017,0,1,6
Nigeria: Islamic State,2/22/2017,2/22/2017,0,1,10
Nigeria: Islamic State,2/24/2017,2/24/2017,0,1,13
Nigeria: Islamic State,2/28/2017,2/28/2017,0,1,18
Nigeria: Islamic State,3/3/2017,3/3/2017,0,1,3
Nigeria: Islamic State,3/7/2017,3/7/2017,0,1,1
Nigeria: Islamic State,3/7/2017,3/7/2017,0,1,3
Nigeria: Islamic State,3/15/2017,3/15/2017,0,1,1
Nigeria: Islamic State,4/27/2017,4/27/2017,0,1,5
Nigeria: Islamic State,5/12/2017,5/12/2017,0,1,5
Nigeria: Islamic State,5/19/2017,5/19/2017,0,1,0
Nigeria: Islamic State,5/19/2017,5/19/2017,0,1,0
Nigeria: Islamic State,5/19/2017,5/19/2017,0,1,0
Nigeria: Islamic State,5/20/2017,5/20/2017,0,1,13
Nigeria: Islamic State,4/6/2017,4/6/2017,0,1,4
Nigeria: Islamic State,4/10/2017,4/10/2017,0,1,57
Nigeria: Islamic State,6/29/2017,6/29/2017,0,1,0
Nigeria: Islamic State,6/29/2017,6/29/2017,0,1,7
Nigeria: Islamic State,7/3/2017,7/3/2017,0,1,4
Nigeria: Islamic State,7/3/2017,7/3/2017,0,1,4
Nigeria: Islamic State,7/4/2017,7/4/2017,0,1,1
Nigeria: Islamic State,4/22/2018,4/22/2018,0,1,0
Nigeria: Islamic State,4/22/2018,4/22/2018,0,1,1
Nigeria: Islamic State,4/22/2018,4/22/2018,0,1,5
Nigeria: Islamic State,4/27/2018,4/27/2018,0,1,2
Nigeria: Islamic State,5/7/2018,5/7/2018,0,1,40
Nigeria: Islamic State,5/15/2018,5/15/2018,0,1,6
Nigeria: Islamic State,2/26/2018,2/26/2018,0,1,2
Nigeria: Islamic State,3/2/2018,3/2/2018,0,1,13
Nigeria: Islamic State,4/8/2018,4/8/2018,0,1,2
Nigeria: Islamic State,4/8/2018,4/8/2018,0,1,3
Nigeria: Islamic State,4/13/2018,4/13/2018,0,1,5
Nigeria: Islamic State,4/15/2018,4/15/2018,0,1,3
Nigeria: Islamic State,1/8/2018,1/8/2018,0,1,20
Nigeria: Islamic State,1/8/2018,1/8/2018,0,1,20
Nigeria: Islamic State,1/8/2018,1/8/2018,0,1,20
Nigeria: Islamic State,12/12/2017,12/12/2017,0,1,4
Nigeria: Islamic State,12/12/2017,12/12/2017,0,1,2
Nigeria: Islamic State,12/13/2017,12/13/2017,0,1,20
Nigeria: Islamic State,12/21/2017,12/21/2017,0,1,40
Nigeria: Islamic State,12/22/2017,12/22/2017,0,1,3
Nigeria: Islamic State,7/10/2017,7/10/2017,0,1,4
Nigeria: Islamic State,7/11/2017,7/11/2017,0,1,6
Nigeria: Islamic State,7/21/2017,7/21/2017,0,1,0
Nigeria: Islamic State,7/25/2017,7/25/2017,0,1,0
Nigeria: Islamic State,7/25/2017,7/25/2017,0,1,69
Nigeria: Islamic State,8/5/2017,8/5/2017,0,1,2
Nigeria: Islamic State,8/16/2017,8/16/2017,0,1,10
Nigeria: Islamic State,9/7/2017,9/7/2017,0,1,3
Nigeria: Islamic State,9/28/2017,9/28/2017,0,1,2
Nigeria: Islamic State,10/2/2017,10/2/2017,0,1,2
Nigeria: Islamic State,10/7/2017,10/7/2017,0,1,1
Nigeria: Islamic State,10/8/2017,10/8/2017,0,1,3
Nigeria: Islamic State,10/8/2017,10/8/2017,0,1,1
Nigeria: Islamic State,10/13/2017,10/13/2017,0,1,1
Nigeria: Islamic State,10/18/2017,10/18/2017,0,1,3
Nigeria: Islamic State,10/19/2017,10/19/2017,0,1,9
Nigeria: Islamic State,10/21/2017,10/21/2017,0,1,0
Nigeria: Islamic State,10/24/2017,10/24/2017,0,1,15
Nigeria: Islamic State,10/30/2017,10/30/2017,0,1,2
Nigeria: Islamic State,11/25/2017,11/25/2017,0,1,6
Nigeria: Islamic State,12/1/2017,12/1/2017,0,1,1
Birom - Fulani,6/24/2018,6/24/2018,0,2,6
Birom - Fulani,6/25/2018,6/25/2018,0,2,1
Birom - Fulani,6/26/2018,6/26/2018,0,2,0
Birom - Fulani,7/1/2018,7/1/2018,0,2,0
Birom - Fulani,8/5/2018,8/5/2018,0,2,2
Birom - Fulani,8/18/2018,8/18/2018,0,2,1
Birom - Fulani,8/18/2018,8/18/2018,0,2,1
Birom - Fulani,8/19/2018,8/19/2018,0,2,1
Birom - Fulani,8/19/2018,8/19/2018,0,2,2
Birom - Fulani,8/23/2018,8/23/2018,0,2,3
Birom - Fulani,8/28/2018,8/28/2018,0,2,0
Birom - Fulani,8/28/2018,8/28/2018,0,2,12
Birom - Fulani,8/28/2018,8/28/2018,0,2,1
Birom - Fulani,9/2/2018,9/2/2018,0,2,11
Birom - Fulani,9/4/2018,9/4/2018,0,2,5
Birom - Fulani,9/6/2018,9/6/2018,0,2,0
Birom - Fulani,9/14/2018,9/14/2018,0,2,2
Birom - Fulani,9/16/2018,9/16/2018,0,2,3
Birom - Fulani,10/2/2018,10/2/2018,0,2,13
Birom - Fulani,12/30/2018,12/30/2018,0,2,4
Birom - Fulani,12/30/2018,12/30/2018,0,2,2
Birom - Fulani,12/31/2018,12/31/2018,0,2,7
Birom - Fulani,5/27/2019,5/27/2019,0,2,6
Birom - Fulani,6/19/2018,6/19/2018,0,2,4
Birom - Fulani,6/21/2018,6/21/2018,0,2,0
Birom - Fulani,10/24/2017,10/24/2017,0,2,2
Birom - Fulani,11/7/2017,11/7/2017,0,2,0
Birom - Fulani,11/12/2017,11/12/2017,0,2,0
Birom - Fulani,4/8/2018,4/8/2018,0,2,7
Birom - Fulani,1/6/2014,1/6/2014,0,2,34
Birom - Fulani,11/26/2013,11/26/2013,0,2,13
Birom - Fulani,11/26/2013,11/26/2013,0,2,8
Birom - Fulani,11/26/2013,11/26/2013,0,2,9
Birom - Fulani,11/26/2013,11/26/2013,0,2,7
Birom - Fulani,10/10/2012,10/10/2012,0,2,8
Birom - Fulani,10/10/2012,10/10/2012,0,2,4
Birom - Fulani,10/10/2012,10/10/2012,0,2,2
Birom - Fulani,10/10/2012,10/10/2012,0,2,4
Birom - Fulani,10/10/2012,10/10/2012,0,2,2
Birom - Fulani,10/13/2012,10/13/2012,0,2,1
Birom - Fulani,10/13/2012,10/13/2012,0,2,1
Birom - Fulani,10/13/2012,10/13/2012,0,2,2
Birom - Fulani,10/13/2012,10/13/2012,0,2,2
Birom - Fulani,2/21/2013,2/21/2013,0,2,10
Birom - Fulani,6/1/2013,6/1/2013,0,2,4
Birom - Fulani,6/2/2013,6/2/2013,0,2,2
Birom - Fulani,6/25/2013,6/25/2013,0,2,2
Birom - Fulani,5/4/2012,5/4/2012,0,2,2
Birom - Fulani,6/27/2012,6/27/2012,0,2,3
Birom - Fulani,6/28/2012,6/28/2012,0,2,3
Birom - Fulani,8/23/2012,8/23/2012,0,2,2
Birom - Fulani,9/1/2012,9/1/2012,0,2,1
Birom - Fulani,10/7/2012,10/7/2012,0,2,2
Birom - Fulani,10/7/2012,10/7/2012,0,2,1
Birom - Fulani,10/9/2012,10/9/2012,0,2,1
Birom - Fulani,10/8/2014,10/8/2014,0,2,0
Birom - Fulani,10/9/2014,10/9/2014,0,2,0
Birom - Fulani,10/11/2014,10/11/2014,0,2,0
Birom - Fulani,3/8/2015,3/8/2015,0,2,9
Birom - Fulani,3/15/2015,3/15/2015,0,2,9
Birom - Fulani,5/4/2015,5/4/2015,0,2,17
Birom - Fulani,5/4/2015,5/4/2015,0,2,13
Birom - Fulani,5/5/2015,5/5/2015,0,2,2
Birom - Fulani,5/19/2015,5/19/2015,0,2,20
Birom - Fulani,5/19/2015,5/19/2015,0,2,7
Birom - Fulani,6/12/2015,6/12/2015,0,2,4
Birom - Fulani,6/30/2015,6/30/2015,0,2,4
Birom - Fulani,8/2/2015,8/2/2015,0,2,0
Birom - Fulani,8/8/2015,8/8/2015,0,2,0
Fulani - Tiv,6/22/2010,6/22/2010,0,2,4
Birom - Fulani,9/14/2015,9/14/2015,0,2,20
Ezilo - Ezza,3/14/2010,3/14/2010,0,2,0
Ezilo - Ezza,3/20/2010,3/20/2010,0,2,10
Ezilo - Ezza,3/29/2010,3/29/2010,0,2,2
Ezilo - Ezza,12/31/2011,12/31/2011,0,2,50
Fulani - Tiv,4/10/2005,4/10/2005,0,2,14
Fulani - Tiv,3/19/2012,3/19/2012,0,2,2
Fulani - Tiv,3/19/2012,3/19/2012,0,2,3
Fulani - Tiv,3/19/2012,3/19/2012,0,2,3
Fulani - Tiv,3/19/2012,3/19/2012,0,2,3
Fulani - Tiv,3/19/2012,3/19/2012,0,2,3
Fulani - Tiv,2/7/2011,2/7/2011,0,2,2
Fulani - Tiv,5/8/2011,5/8/2011,0,2,26
Fulani - Tiv,5/23/2011,5/23/2011,0,2,15
Fulani - Tiv,5/23/2011,5/23/2011,0,2,15
Fulani - Tiv,6/21/2011,6/21/2011,0,2,25
Fulani - Tiv,6/30/2011,6/30/2011,0,2,10
Fulani - Tiv,10/14/2012,10/14/2012,0,2,30
Fulani - Tiv,3/8/2013,3/8/2013,0,2,2
Fulani - Tiv,3/13/2013,3/13/2013,0,2,2
Fulani - Tiv,4/8/2013,4/8/2013,0,2,3
Fulani - Tiv,4/10/2013,4/10/2013,0,2,27
Fulani - Tiv,4/16/2013,4/16/2013,0,2,4
Fulani - Tiv,4/23/2013,4/23/2013,0,2,10
Fulani - Tiv,5/5/2013,5/5/2013,0,2,6
Fulani - Tiv,5/22/2013,5/22/2013,0,2,7
Fulani - Tiv,5/28/2013,5/28/2013,0,2,1
Fulani - Tiv,5/28/2013,5/28/2013,0,2,1
Fulani - Tiv,5/30/2013,5/30/2013,0,2,17
Fulani - Tiv,6/1/2013,6/1/2013,0,2,8
Fulani - Tiv,6/7/2013,6/7/2013,0,2,2
Fulani - Tiv,7/5/2013,7/5/2013,0,2,20
Fulani - Tiv,7/7/2013,7/7/2013,0,2,34
Fulani - Tiv,7/8/2013,7/8/2013,0,2,9
Fulani - Tiv,7/9/2013,7/9/2013,0,2,3
Fulani - Tiv,11/30/2011,11/30/2011,0,2,7
Fulani - Tiv,11/30/2011,11/30/2011,0,2,43
Fulani - Tiv,12/2/2011,12/2/2011,0,2,2
Fulani - Tiv,12/26/2011,12/26/2011,0,2,4
Fulani - Tiv,2/16/2012,2/16/2012,0,2,4
Fulani - Tiv,2/28/2012,2/28/2012,0,2,2
Fulani - Tiv,2/28/2012,2/28/2012,0,2,1
Fulani - Tiv,3/4/2012,3/4/2012,0,2,6
Fulani - Tiv,3/4/2012,3/4/2012,0,2,6
Fulani - Tiv,3/4/2012,3/4/2012,0,2,6
Fulani - Tiv,3/4/2012,3/4/2012,0,2,6
Fulani - Tiv,3/4/2012,3/4/2012,0,2,6
Birom - Fulani,9/6/2019,9/6/2019,0,2,2
Birom - Fulani,10/7/2019,10/7/2019,0,2,3
Birom - Fulani,6/23/2020,6/23/2020,0,2,2
Birom - Fulani,9/21/2020,9/21/2020,0,2,0
Birom - Fulani,10/5/2020,10/5/2020,0,2,0
Oleh (Isoko) - Olmoro (Isoko),11/16/1999,11/16/1999,0,2,47
Hausa - Sayawa,1/26/2011,1/26/2011,0,2,35
Hausa - Sayawa,3/10/2011,3/10/2011,0,2,5
Hausa - Sayawa,4/3/2011,4/3/2011,0,2,0
Hausa - Sayawa,5/6/2011,5/6/2011,0,2,0
Hausa - Sayawa,1/10/2012,1/10/2012,0,2,3
Hausa - Sayawa,5/28/2012,5/28/2012,0,2,3
Hausa - Sayawa,5/10/2019,5/10/2019,0,2,3
Birom - Fulani,6/22/2018,6/22/2018,0,2,1
Birom - Fulani,6/22/2018,6/22/2018,0,2,1
Ezilo - Ezza,4/26/2009,4/26/2009,0,2,2
Ezilo - Ezza,7/27/2009,7/27/2009,0,2,12
Birom - Fulani,4/30/2012,4/30/2012,0,2,10
Birom - Fulani,7/5/2010,7/5/2010,0,2,1
Birom - Fulani,8/2/2010,8/2/2010,0,2,0
Birom - Fulani,8/7/2010,8/7/2010,0,2,1
Birom - Fulani,1/10/2011,1/10/2011,0,2,15
Birom - Fulani,1/11/2011,1/11/2011,0,2,0
Birom - Fulani,1/26/2011,1/26/2011,0,2,12
Birom - Fulani,12/28/2011,12/28/2011,0,2,3
Birom - Fulani,3/7/2012,3/7/2012,0,2,2
Birom - Fulani,3/7/2012,3/7/2012,0,2,2
Birom - Fulani,3/7/2010,3/7/2010,0,2,164
Birom - Fulani,3/17/2010,3/17/2010,0,2,13
Birom - Fulani,4/7/2010,4/7/2010,0,2,0
Birom - Fulani,4/14/2010,4/14/2010,0,2,1
Birom - Fulani,4/18/2010,4/18/2010,0,2,6
Birom - Fulani,4/19/2010,4/19/2010,0,2,5
Birom - Fulani,4/20/2010,4/20/2010,0,2,7
Birom - Fulani,5/22/2010,5/22/2010,0,2,3
Birom - Fulani,5/23/2010,5/23/2010,0,2,0
Birom - Fulani,2/22/2011,2/22/2011,0,2,17
Birom - Fulani,3/13/2011,3/13/2011,0,2,5
Birom - Fulani,5/29/2011,5/29/2011,0,2,1
Birom - Fulani,8/10/2011,8/10/2011,0,2,3
Birom - Fulani,9/7/2011,9/7/2011,0,2,2
